canonicalsmiles,mw,xlogp,polararea,rotbonds,hbonddonor,hbondacc,charge,anti_inflammatory
CC(C)C(C1=CC=C(C=C1)Cl)C(=O)OC(C#N)C2=CC(=CC=C2)OC3=CC=CC=C3,419.9,6.2,59.3,8,0,4,0,0
CC(C)(C)C(=O)C(N1C=NC=N1)OC2=CC=C(C=C2)Cl,293.75,2.8,57.0,5,0,4,0,0
CC(C(=O)C1=CC(=CC=C1)Cl)NC(C)(C)C,239.74,3.2,29.1,4,1,2,0,0
C(#N)C1=C(C(=C(C(=C1Cl)Cl)Cl)C#N)Cl,265.9,2.9,47.6,0,0,2,0,0
C(=C(Cl)Cl)Cl,131.38,2.6,0.0,0,0,0,0,0
CCCC1COC(O1)(CN2C=NC=N2)C3=C(C=C(C=C3)Cl)Cl,342.2,3.5,49.2,5,0,4,0,0
C(C1C(C(C(C(O1)OC(C(CO)O)C(C(CO)O)O)O)O)O)O,344.31,-5.2,201.0,8,9,11,0,0
CCCCC,72.15,3.4,0.0,2,0,0,0,0
CC(=CC1C(C1(C)C)C(=O)OCC2=COC(=C2)CC3=CC=CC=C3)C,338.4,6.1,39.4,7,0,3,0,0
C1(=C(C(=C(C(=C1Cl)Cl)Cl)Cl)Cl)Cl,284.8,5.7,0.0,0,0,0,0,0
C1=CC=C(C=C1)CC(=O)NC(=O)N,178.19,0.9,72.2,2,2,2,0,0
C(CN(CC(=O)O)CC(=O)O)N(CC(=O)O)CC(=O)O,292.24,-5.9,156.0,11,4,10,0,0
C(=C(Cl)Cl)(Cl)Cl,165.8,3.4,0.0,0,0,0,0,0
CC1=CC(=C(C(=C1)C(C)(C)C)O)C(C)(C)C,220.35,5.3,20.2,2,1,1,0,0
C1=CC=C(C=C1)C2C(=O)N=C(O2)N,176.17,0.9,64.7,1,1,2,0,0
CC(=O)OC1CC(C2(CCC3C(=O)OC(CC3(C2C1=O)C)C4=COC=C4)C)C(=O)OC,432.5,2.5,109.0,5,0,8,0,0
C1=C(N=C(S1)N=C(N)N)CSCCC(=NS(=O)(=O)N)N,337.5,-0.6,238.0,7,4,8,0,0
CC(C)(CO)C(C(=O)NCCCO)O,205.25,-0.9,89.8,6,4,4,0,0
CCOP(=S)(OCC)OC1=CC2=C(C=C1)C(=C(C(=O)O2)Cl)C,362.8,4.5,86.1,6,0,6,0,0
COP(=S)(OC)SCN1C(=O)C2=CC=CC=C2C1=O,317.3,2.8,113.0,5,0,6,0,0
CC1OC(OC(O1)C)C,132.16,0.7,27.7,0,0,3,0,0
CC1=C(C(=O)CC1OC(=O)C2C(C2(C)C)C=C(C)C)CC=C,302.4,4.8,43.4,6,0,3,0,0
COP(=O)(C(C(Cl)(Cl)Cl)O)OC,257.43,0.5,55.8,3,1,4,0,0
CCCCC(CC)CO,130.229,3.1,20.2,5,1,1,0,0
C1=CC=C(C=C1)COC(=O)C=CC2=CC=CC=C2,238.28,3.8,26.3,5,0,2,0,0
CN(C)S(=O)(=O)N(C1=CC=CC=C1)SC(F)(Cl)Cl,333.2,3.6,74.3,5,0,6,0,0
C1CO1,44.05,-0.1,12.5,0,0,1,0,0
C1C2C(C(C1Cl)Cl)C3(C(=C(C2(C3(Cl)Cl)Cl)Cl)Cl)Cl,409.8,4.9,0.0,0,0,0,0,0
CC(CC(C)(C)O)O,118.17,0.3,40.5,2,2,2,0,0
C(CCl)P(=O)(O)O,144.49,-1.0,57.5,2,2,3,0,0
CC(=CC(=O)NC)OP(=O)(OC)OC,223.16,-0.2,73.9,5,1,5,0,0
CC12CCC(=O)CC1CCC3C2CCC4(C3CCC4O)C,290.4,3.7,37.3,0,1,2,0,0
CC1C=CC=C(C(=O)NC2=C(C(=C3C(=C2O)C(=C(C4=C3C(=O)C(O4)(OC=CC(C(C(C(C(C(C1O)C)O)C)OC(=O)C)C)OC)C)C)O)O)C=NN5CCN(CC5)C)C,822.9,4.9,220.0,5,6,15,0,0
CCOCCOCCO,134.17,-0.5,38.7,6,1,3,0,0
C=CCN1CCC23C4C1CC5=C2C(=C(C=C5)O)OC3C(C=C4)O,311.4,1.9,52.9,2,2,4,0,0
CC=C(C)C(=O)OC1CC(C2(COC3C2C14COC(C4C(C3O)(C)C56C7CC(C5(O6)C)C8(C=COC8O7)O)(C(=O)OC)O)C(=O)OC)OC(=O)C,720.7,-0.6,215.0,10,3,16,0,0
CC1(C(C1C(=O)OC(C#N)C2=CC(=CC=C2)OC3=CC=CC=C3)C=C(C(F)(F)F)Cl)C,449.8,6.1,59.3,7,0,7,0,0
CC(CO)NC(=O)C1CN(C2CC3=CNC4=CC=CC(=C34)C2=C1)C,325.4,1.8,68.4,3,3,3,0,0
CC1(C(=O)N2C(C(=O)N3CCCC3C2(O1)O)CC4=CC=CC=C4)NC(=O)C5CN(C6CC7=CNC8=CC=CC(=C78)C6=C5)C,581.7,2.0,118.0,4,3,6,0,0
CN1C2CCC1CC(C2)OC(=O)C(CO)C3=CC=CC=C3,289.4,1.8,49.8,5,1,4,0,0
CC1=CC2=C(C=C1)N=C3C(=N2)SC(=O)S3,234.3,3.1,93.4,0,0,5,0,0
CN(C)CCC1=CNC2=CC=CC=C21,188.27,2.5,19.0,3,1,1,0,0
CC1=CC(=CC(=C1O)[N+](=O)[O-])[N+](=O)[O-],198.13,2.1,112.0,0,1,5,0,0
CC(CC1=CC2=C(C=C1)OCO2)NC,193.24,2.2,30.5,3,1,3,0,0
CC(C)C(C(C)(C)COC(=O)C(C)C)OC(=O)C(C)C,286.41,4.7,52.6,9,0,4,0,0
C1CN(C(=N[N+](=O)[O-])N1)CC2=CN=C(C=C2)Cl,255.66,1.2,86.3,2,1,4,0,0
C1CCNC(C1)C(C2=CC(=NC3=C2C=CC=C3C(F)(F)F)C(F)(F)F)O,378.31,3.6,45.2,2,2,9,0,0
CC(=CC=CC=C(C)C=CC=C(C)C(=O)OC1C(C(C(C(O1)COC2C(C(C(C(O2)CO)O)O)O)O)O)O)C=CC=C(C)C(=O)OC3C(C(C(C(O3)COC4C(C(C(C(O4)CO)O)O)O)O)O)O,977.0,-2.5,391.0,20,14,24,0,0
CCCCCCCCCCCCCCCCCCCCCCO,326.6,10.5,20.2,20,1,1,0,0
COC1=CC(=CC(=C1O)OC)C2C3C(COC3=O)C(C4=CC5=C(C=C24)OCO5)OC6C(C(C7C(O6)COC(O7)C8=CC=CS8)O)O,656.7,1.2,189.0,6,3,14,0,0
CC(C)(CCCC(CC(=O)OC)(C(=O)OC1C2C3=CC4=C(C=C3CCN5C2(CCC5)C=C1OC)OCO4)O)O,545.6,0.8,124.0,11,2,10,0,0
C(COCCOCCO)O,150.17,-1.6,58.9,7,2,4,0,0
CC1CCC2(CCC3(C(=CCC4C3(CCC5C4(CC(C(C5(C)CO)O)O)C)C)C2C1C)C)C(=O)O,488.7,5.7,98.0,2,4,5,0,0
CCC(CCC(C)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)O)C)C)C(C)C,414.7,9.3,20.2,6,1,1,0,0
CC(C)(C(C(=O)O)N)S,149.21,-1.8,64.3,2,3,4,0,0
CN1CCC23C4C(=O)CCC2(C1CC5=C3C(=C(C=C5)OC)O4)O,315.4,1.2,59.0,1,1,5,0,0
CN1CCC23C4C(=O)CCC2(C1CC5=C3C(=C(C=C5)O)O4)O,301.34,0.8,70.0,0,2,5,0,0
CN1CCC23C4C1CC5=C2C(=C(C=C5)O)OC3C(=O)CC4,285.34,1.8,49.8,0,1,4,0,0
CCC1(CC2CC(C3=C(CCN(C2)C1)C4=CC=CC=C4N3)(C5=C(C=C6C(=C5)C78CCN9C7C(C=CC9)(C(C(C8N6C)(C(=O)OC)O)OC(=O)C)CC)OC)C(=O)OC)O,811.0,3.7,154.0,10,3,12,0,0
CC(C)(C)CC(C)(C)C1=CC=C(C=C1)O,206.32,5.0,20.2,3,1,1,0,0
C[N+](C)(C)CCOP(=O)([O-])OCC(CO)O,257.22,-2.3,99.0,8,2,6,0,0
C(=O)(C(=O)O)O,90.03,-0.3,74.6,1,2,4,0,0
CCCCC(CC)COC(=O)C=CC1=CC=C(C=C1)OC,290.4,5.3,35.5,10,0,3,0,0
C(C(C(=O)O)O)(C(=O)O)O,150.09,-1.9,115.0,3,4,6,0,0
CC1=CC2=C(C(=C1)O)C(=O)C3=C(C2=O)C=C(C=C3O)O,270.24,2.7,94.8,0,3,5,0,0
C1=CC(=C(C=C1C2=C(C(=O)C3=C(O2)C=C(C=C3)O)O)O)O,286.24,2.0,107.0,1,4,6,0,0
CC(=O)C(=O)O,88.06,-0.3,54.4,1,1,3,0,0
C(CC(=O)O)C(C(=O)O)N,147.13,-3.7,101.0,4,3,5,0,0
CC1(C2CCC1(C(=O)C2)C)C,152.23,2.2,17.1,0,0,1,0,0
CC1C(=O)C(=C(O1)C)O,128.13,0.7,46.5,0,1,3,0,0
C1=CC(=C(C=C1C2=CC(=O)C3=C(C=C(C=C3O2)O)O)O)O,286.24,1.4,107.0,1,4,6,0,0
CCCO,60.1,0.3,20.2,1,1,1,0,0
CC(C(=O)O)O,90.08,-0.7,57.5,1,2,3,0,0
CCC(C)CO,88.15,1.2,20.2,2,1,1,0,0
C1C(C(OC2=CC(=CC(=C21)O)O)C3=CC(=C(C=C3)O)O)O,290.27,0.4,110.0,1,5,6,0,0
C1=CC=C(C=C1)C=CC(=O)O,148.16,2.1,37.3,2,1,2,0,0
CC(=CCCC(=O)C)C,126.2,1.9,17.1,3,0,1,0,0
C1=CC=C(C=C1)C=O,106.12,1.5,17.1,1,0,1,0,0
CCCCCCCCCC=O,156.26,3.8,17.1,8,0,1,0,0
C1=CC(=C(C=C1C=CC(=O)O)O)O,180.16,1.2,77.8,2,3,4,0,0
CC(C)C(C(=O)O)N,117.15,-2.3,63.3,2,2,3,0,0
CCC=O,58.08,0.6,17.1,1,0,1,0,0
CC1(C2CCC(O1)(CC2)C)C,154.25,2.5,9.2,0,0,1,0,0
CCCC(=O)C,86.13,0.9,17.1,2,0,1,0,0
C1=CC=C(C=C1)C=CCO,134.17,1.9,20.2,2,1,1,0,0
CC(C)C=O,72.11,0.8,17.1,1,0,1,0,0
CC(=CCCC(=C)C=C)C,136.23,4.3,0.0,4,0,0,0,0
C1C(C(C(C(O1)O)O)O)O,150.13,-2.5,90.2,0,4,5,0,0
C[N+](C)(C)CC(=O)[O-],117.15,0.5,40.1,1,0,2,0,0
COC(=O)C1=CC=CC=C1,136.15,2.1,26.3,2,0,2,0,0
C1=CC=C(C=C1)CCO,122.16,1.4,20.2,2,1,1,0,0
CC(=O)OC,74.08,0.2,26.3,1,0,2,0,0
CC(=CCCC(C)(C=C)OC(=O)C)C,196.29,3.3,26.3,6,0,2,0,0
COC(=O)C1=CC=CC=C1N,151.16,1.9,52.3,2,1,3,0,0
CC(C)CCOC(=O)C,130.18,2.0,26.3,4,0,2,0,0
CCCC=CC=O,98.14,1.5,17.1,3,0,1,0,0
CCC=CCCO,100.16,1.3,20.2,3,1,1,0,0
CSCCC=O,104.17,0.3,42.4,3,0,2,0,0
C1=CC=C2C(=C1)C(=C(N2)C3=NC4=CC=CC=C4C3=O)O,262.26,2.7,65.4,1,2,3,0,0
CC1=CCC(CC1)C(=C)C,136.23,3.4,0.0,1,0,0,0,0
CC(=O)C1=CC=CC=C1,120.15,1.6,17.1,1,0,1,0,0
CCCOC(=O)C,102.13,1.2,26.3,3,0,2,0,0
CCCCCCCO,116.2,2.7,20.2,5,1,1,0,0
C1=COC(=C1)CO,98.1,0.3,33.4,1,1,2,0,0
CC1=CCC(CC1)C(C)(C)O,154.25,1.8,20.2,1,1,1,0,0
CCCCCCC(C)O,130.229,2.9,20.2,5,1,1,0,0
CCC(=O)C,72.11,0.3,17.1,1,0,1,0,0
CN1C(=O)C=C(S1)Cl,149.6,0.9,45.6,0,0,2,0,0
CC(CCC=C(C)C)CCO,156.26,3.2,20.2,5,1,1,0,0
CCCCCO,88.15,1.6,20.2,3,1,1,0,0
CCC(C)O,74.12,0.6,20.2,1,1,1,0,0
CCCCOC(=O)CC,130.18,2.1,26.3,5,0,2,0,0
C1CC(=O)OC1,86.09,-0.6,26.3,0,0,2,0,0
CCCCCOC(=O)C,130.18,1.9,26.3,5,0,2,0,0
CC(C)CC(=O)C,100.16,1.3,17.1,2,0,1,0,0
CC(C)CC(=O)CC(C)C,142.24,2.5,17.1,4,0,1,0,0
CC1CCC(C(=O)C1)C(C)C,154.25,2.7,17.1,1,0,1,0,0
CCCCCCCCC1=CC=C(C=C1)CCC(CO)(CO)N,307.5,4.2,66.5,12,3,3,0,0
C1=CC(=CC=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O,286.24,1.9,107.0,1,4,6,0,0
F,20.006,0.6,0.0,0,1,1,0,0
C1=CC(=CC=C1C2=COC3=C(C2=O)C=CC(=C3)O)O,254.24,2.5,66.8,1,2,4,0,0
C(C(=O)O)C(=O)O,104.06,-0.8,74.6,2,2,4,0,0
CC1CCC2C(C(=O)OC3C24C1CCC(O3)(OO4)C)C,282.33,2.8,54.0,0,0,5,0,0
COC(=O)C1C(CCC2C1CC3C4=C(CCN3C2)C5=CC=CC=C5N4)O,354.4,2.9,65.6,2,2,4,0,0
C1C(C(C(C(C1N)OC2C(C(C(C(O2)CN)O)O)N)OC3C(C(C(O3)CO)OC4C(C(C(C(O4)CN)O)O)N)O)O)N,614.6,-9.0,353.0,9,13,19,0,0
C(C1C(C(C(C(O1)O)O)O)O)O,180.16,-2.6,110.0,1,5,6,0,0
CC1CCC2CC(C(=CC=CC=CC(CC(C(=O)C(C(C(=CC(C(=O)CC(OC(=O)C3CCCCN3C(=O)C(=O)C1(O2)O)C(C)CC4CCC(C(C4)OC)O)C)C)O)OC)C)C)C)OC,914.2,6.0,195.0,6,3,13,0,0
C1=NC2=NC=NC(=C2N1)N,135.13,-0.1,80.5,0,2,4,0,0
CC(C)OC(=O)C(C)(C)OC1=CC=C(C=C1)C(=O)C2=CC=C(C=C2)Cl,360.8,5.2,52.6,7,0,4,0,0
C1=CN(C(=O)NC1=O)C2C(C(C(O2)CO)O)O,244.2,-2.0,119.0,2,4,6,0,0
C1=C(C=C(C(=C1O)O)O)C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O,318.23,1.2,148.0,1,6,8,0,0
CC1=CC(=C(C=C1)C)OCCCC(C)(C)C(=O)O,250.33,3.8,46.5,6,1,3,0,0
C1=C(NC(=O)N=C1)N,111.1,-1.7,67.5,0,2,2,0,0
C1=C2C3=C(C(=C1O)O)OC(=O)C4=CC(=C(C(=C43)OC2=O)O)O,302.19,1.1,134.0,0,4,8,0,0
COC1=CC=C(C=C1)O,124.14,1.3,29.5,1,1,2,0,0
C1CC(=O)NC(=O)C1N2C(=O)C3=C(C2=O)C(=CC=C3)N,273.24,0.2,110.0,1,2,5,0,0
CSCCC(C(=O)O)N,149.21,-1.9,88.6,4,2,4,0,0
C1=CC(=C(C=C1C=O)O)O,138.12,1.3,57.5,1,2,3,0,0
CCOC(=O)C1=CC=C(C=C1)N,165.19,1.9,52.3,3,1,3,0,0
C1=CC(=C2C(=C1NCCNCCO)C(=O)C3=C(C=CC(=C3C2=O)O)O)NCCNCCO,444.5,1.0,163.0,12,8,10,0,0
COC1=C(C=CC(=C1)C(=O)O)O,168.15,1.4,66.8,2,2,4,0,0
C1=CC2=C(C(=C1)O)C(=O)C3=C(C2=O)C=C(C=C3O)C(=O)O,284.22,2.2,112.0,1,3,6,0,0
C(C(=O)O)O,76.05,-1.1,57.5,1,2,3,0,0
COC1=C(C=CC(=C1)NS(=O)(=O)C)NC2=C3C=CC=CC3=NC4=CC=CC=C42,393.5,4.0,88.7,5,2,6,0,0
CCC12CCCN3C1C4=C(CC3)C5=CC=CC=C5N4C(C2)(C(=O)OC)O,354.4,2.9,54.7,3,1,4,0,0
CN1CCC2=CC(=C3C=C2C1CC4=CC=C(C=C4)OC5=C(C=CC(=C5)CC6C7=C(O3)C(=C(C=C7CCN6C)OC)OC)OC)OC,622.7,6.4,61.9,4,0,8,0,0
C1=CC=C2C(=C1)N=CS2,135.19,2.0,41.1,0,0,2,0,0
C(CC(=O)NC(CS)C(=O)NCC(=O)O)C(C(=O)O)N,307.33,-4.5,160.0,9,6,8,0,0
CC1=NC=C(C(=C1O)CO)CO,169.18,-0.8,73.6,2,3,4,0,0
C1=CC=C(C=C1)CN,107.15,1.1,26.0,1,1,1,0,0
C(=O)C(=O)O,74.04,-0.3,54.4,1,1,3,0,0
C(CC(=O)O)CN,103.12,-3.2,63.3,3,2,3,0,0
CC#N,41.05,0.0,23.8,0,0,1,0,0
C1=CC(=CC=C1CC(=O)O)O,152.15,0.8,57.5,2,2,3,0,0
CC1=NC=C(C(=C1O)C=O)CO,167.16,0.0,70.4,2,2,4,0,0
CC1(CCC2(CCC3(C(=CCC4C3(CCC5C4(CCC(C5(C)C)O)C)C)C2C1)C)C(=O)O)C,456.7,7.5,57.5,1,2,3,0,0
CNC,45.08,-0.2,12.0,0,1,1,0,0
CC(CCC(=O)O)C1CCC2C1(CCC3C2C(CC4C3(CCC(C4)O)C)O)C,392.6,4.9,77.8,4,3,4,0,0
CC1=CC(=CC(=C1Cl)C)O,156.61,2.0,20.2,0,1,1,0,0
CC=C,42.08,1.4,0.0,0,0,0,0,0
C1=CN(C(=O)N=C1N)C2C(C(C(O2)COP(=O)(O)O)O)O,323.2,-3.4,175.0,4,5,8,0,0
CSCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)O,297.34,-0.3,145.0,3,3,8,0,0
C1=CC=C(C=C1)C(C2=CC=CC=C2)(C3=CC=CC=C3Cl)N4C=CN=C4,344.8,5.0,17.8,4,0,1,0,0
CS(=O)(=O)CCNCC1=CC=C(O1)C2=CC3=C(C=C2)N=CN=C3NC4=CC(=C(C=C4)OCC5=CC(=CC=C5)F)Cl,581.1,5.1,115.0,11,2,9,0,0
COC1=C(C=C2C(=C1)N=CN=C2NC3=CC(=C(C=C3)F)Cl)OCCCN4CCOCC4,446.9,4.1,68.7,8,1,8,0,0
CC1=C(C=C(C=C1)NC2=NC=CC(=N2)N(C)C3=CC4=NN(C(=C4C=C3)C)C)S(=O)(=O)N,437.5,3.1,127.0,5,2,8,0,0
COCCOC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC=CC(=C3)C#C)OCCOC,393.4,3.3,74.7,11,1,7,0,0
CC(C1C(O1)CC2COC(C(C2O)O)CC(=CC(=O)OCCCCCCCCC(=O)O)C)C(C)O,500.6,3.0,146.0,17,4,9,0,0
CC1CC(C2C(CC(C(O2)(C(=O)C(=O)N3CCCCC3C(=O)OC(C(C(CC(=O)C(C=C(C1)C)CC=C)O)C)C(=CC4CCC(C(C4)OC)O)C)O)C)OC)OC,804.0,2.7,178.0,7,3,12,0,0
C1=CC2=C(C(=C(C=C2Cl)I)O)N=C1,305.5,3.5,33.1,0,1,2,0,0
CC1C(C(CC(O1)OC2CC(CC3=C2C(=C4C(=C3O)C(=O)C5=C(C4=O)C(=CC=C5)OC)O)(C(=O)C)O)N)O,527.5,1.8,186.0,4,5,11,0,0
COC1=C2C(=CC(=C1N3CC4CCCNC4C3)F)C(=O)C(=CN2C5CC5)C(=O)O,401.4,0.6,82.1,4,2,8,0,0
C(C(C(=O)O)O)C(=O)O,134.09,-1.3,94.8,3,3,5,0,0
CC1CC(=O)C2(C(O1)OC3C(C(C(C(C3O2)NC)O)NC)O)O,332.35,-3.1,130.0,2,5,9,0,0
CCC(CO)NCCNC(CC)CO,204.31,-0.1,64.5,9,4,4,0,0
CCC(C)C1C(=O)NC(C(=O)NC(C(=O)NC(CSSCC(C(=O)NC(C(=O)N1)CC2=CC=C(C=C2)O)N)C(=O)N3CCCC3C(=O)NC(CC(C)C)C(=O)NCC(=O)N)CC(=O)N)CCC(=O)N,1007.2,-2.6,450.0,17,12,15,0,0
C(C(CO)(CO)N)O,121.14,-2.9,86.7,3,4,4,0,0
O=O,31.999,-1.1,34.1,0,0,2,0,0
CNCC(=O)O,89.09,-2.8,49.3,2,2,3,0,0
COC1=CC(=CC(=C1OC)OC)CC2=CN=C(N=C2N)N,290.32,0.9,106.0,5,2,7,0,0
C1CNCCN1,86.14,-1.5,24.1,0,2,2,0,0
C1=NC2=C(N1)C(=O)NC=N2,136.11,-0.5,70.1,0,2,3,0,0
C1=CC=C2C(=C1)C=CC3=CC=CC=C3N2C(=O)N,236.27,2.5,46.3,0,1,1,0,0
C1=CC(=C(C(=C1)Cl)Cl)C2=C(N=C(N=N2)N)N,256.089,1.4,90.7,1,2,5,0,0
CC1=C2C(=NC=C1)N(C3=C(C=CC=N3)C(=O)N2)C4CC4,266.3,2.0,58.1,1,1,4,0,0
CC1=C(C(C(=C(N1)C)C(=O)OC(C)C)C2=CC(=CC=C2)[N+](=O)[O-])C(=O)OCCOC,418.4,3.1,120.0,9,1,8,0,0
C1CN(CCN1CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)Cl)CCO,404.0,4.2,55.2,6,1,5,0,0
C1=NC2=C(C(=O)N1)N=CN2C3C(C(C(O3)CO)O)O,268.23,-1.3,129.0,2,4,7,0,0
CC1=C2COC(=O)C2=C(C(=C1OC)CC=C(C)CCC(=O)O)O,320.3,3.2,93.1,6,2,6,0,0
C1=CN=CN1,68.08,-0.1,28.7,0,1,1,0,0
C1=CC=C(C=C1)C2=NC3=C(N=C(N=C3N=C2N)N)N,253.26,1.0,130.0,1,3,7,0,0
CC#CC1(CCC2C1(CC(C3=C4CCC(=O)C=C4CCC23)C5=CC=C(C=C5)N(C)C)C)O,429.6,3.8,40.5,3,1,3,0,0
C1=CNC(=S)NC1=O,128.15,-0.3,73.2,0,2,2,0,0
C1=CC(=C(C=C1C=CC2=CC(=CC(=C2)O)O)O)O,244.24,2.9,80.9,2,4,4,0,0
C1=CC=C(C=C1)NC(=O)CCCCCCC(=O)NO,264.32,1.9,78.4,8,3,3,0,0
CC1=C(NC(=C1CCC(=O)O)CC2=C(C(=C(N2)C=C3C(=C(C(=O)N3)C)C=C)C)CCC(=O)O)C=C4C(=C(C(=O)N4)C=C)C,584.7,2.9,164.0,12,6,6,0,0
C1=CC=C2C(=C1)C=CC=N2,129.16,2.0,12.9,0,0,1,0,0
C1=C(NC(=O)NC1=O)C(=O)O,156.1,-1.4,95.5,1,3,4,0,0
CC#CCN1C2=C(N=C1N3CCCC(C3)N)N(C(=O)N(C2=O)CC4=NC5=CC=CC=C5C(=N4)C)C,472.5,1.9,114.0,4,1,7,0,0
C1=CC=NC(=C1)C(=O)O,123.11,0.8,50.2,1,1,3,0,0
C1=C(C=C(C(=C1SC2=C(C(=CC(=C2)Cl)Cl)O)O)Cl)Cl,356.0,5.8,65.8,2,2,3,0,0
CCN(CC)CCOC(=O)C1=CC=C(C=C1)N,236.31,1.9,55.6,7,1,4,0,0
C(C(C(C(CO)O)O)O)O,152.15,-2.5,101.0,4,5,5,0,0
CC1=C(N(N=C1C(=O)NN2CCCCC2)C3=C(C=C(C=C3)Cl)Cl)C4=CC=C(C=C4)Cl,463.8,6.5,50.2,4,1,3,0,0
CCCNC1CCC2=C(C1)SC(=N2)N,211.33,1.9,79.2,3,2,4,0,0
CC(CCC(=O)O)C1CCC2C1(C(CC3C2C(CC4C3(CCC(C4)O)C)O)O)C,408.6,3.6,98.0,4,4,5,0,0
CCCCCC=CCC=CCC=CCC=CCCCC(=O)O,304.5,6.3,37.3,14,1,2,0,0
CCOC(=O)NC1=C(C=C(C=C1)NCC2=CC=C(C=C2)F)N,303.33,2.8,76.4,6,3,5,0,0
CNCCC(C1=CC=CC=C1)OC2=CC=C(C=C2)C(F)(F)F,309.33,4.0,21.3,6,1,5,0,0
CN1CCC2=CC3=C(C=C2C(=O)CC4=C(C1)C5=C(C=C4)OCO5)OCO3,353.4,2.8,57.2,0,0,6,0,0
C1CCN(CC1)CCOC2=CC=C(C=C2)C(=O)C3=C(SC4=C3C=CC(=C4)O)C5=CC=C(C=C5)O,473.6,6.1,98.2,7,2,6,0,0
C(CCC(=O)O)CCN,131.17,-3.0,63.3,5,2,3,0,0
C1=CC=C2C(=C1)NC=N2,118.14,1.3,28.7,0,1,1,0,0
CC1=CC(=O)C(=CC1=O)C(C)C,164.2,2.0,34.1,1,0,2,0,0
C1(C(C(C(C(C1O)O)O)O)O)O,180.16,-3.7,121.0,0,6,6,0,0
C1C2CC3CC1CC(C2)(C3)N,151.25,2.4,26.0,0,1,1,0,0
C1=CC(=C(C=C1[N+](=O)[O-])[N+](=O)[O-])O,184.11,1.7,112.0,0,1,5,0,0
C1CCCCC1,84.16,3.4,0.0,0,0,0,0,0
C1C(C(C(C(C1NC(=O)C(CCN)O)OC2C(C(C(C(O2)CO)O)N)O)O)OC3C(C(C(C(O3)CN)O)O)O)N,585.6,-7.9,332.0,10,13,17,0,0
CC(=O)OC1=CC=CC=C1C(=O)NC2=NC=C(S2)[N+](=O)[O-],307.28,2.0,142.0,4,1,7,0,0
COC1=C(C=C(C=C1)Cl)C(=O)NCCC2=CC=C(C=C2)S(=O)(=O)NC(=O)NC3CCCCC3,494.0,4.8,122.0,8,3,5,0,0
C1CN=C(N1)NC2=C(C=CC=C2Cl)Cl,230.09,1.6,36.4,2,2,1,0,0
C1=CC=C(C=C1)NN,108.14,1.2,38.0,1,2,2,0,0
CCC(C)C(=O)OC1CC(C=C2C1C(C(C=C2)C)CCC(CC(CC(=O)O)O)O)O,424.5,1.6,124.0,11,4,7,0,0
C(CN)N,60.1,-2.0,52.0,1,2,2,0,0
CN1CCC23C=CC(CC2OC4=C(C=CC(=C34)C1)OC)O,287.35,1.8,41.9,1,1,4,0,0
C1=NC2=C(N1)C(=S)N=C(N2)N,167.19,-0.1,111.0,0,3,2,0,0
CC(C)NCC(COC1=CC=CC=C1CC=C)O,249.35,3.1,41.5,8,2,3,0,0
CN(C)CCCN1C2=CC=CC=C2CCC3=CC=CC=C31,280.4,4.8,6.5,4,0,2,0,0
C1C(C(OC1N2C=NC3=C(N=CN=C32)N)CO)O,251.24,-0.5,119.0,2,3,7,0,0
C1=CC=C(C=C1)CCNN,136.19,1.2,38.0,3,2,2,0,0
C1=CC=C(C(=C1)CC(=O)O)O,152.15,0.9,57.5,2,2,3,0,0
C1=CC(=CC=C1CCC(=O)C2=C(C=C(C=C2OC3C(C(C(C(O3)CO)O)O)O)O)O)O,436.4,1.2,177.0,7,7,10,0,0
C1CCNCC1,85.15,0.8,12.0,0,1,1,0,0
CCCC1CC(N(C1)C)C(=O)NC(C2C(C(C(C(O2)SC)O)O)O)C(C)O,406.5,0.2,148.0,7,5,8,0,0
C(C[N+](=O)[O-])C(=O)O,119.08,-0.5,83.1,2,1,4,0,0
C1(C(C(C(C(C1OP(=O)(O)O)OP(=O)(O)O)OP(=O)(O)O)OP(=O)(O)O)OP(=O)(O)O)OP(=O)(O)O,660.04,-10.3,401.0,12,12,24,0,0
CC(=CCNC1=NC=NC2=C1NC=N2)CO,219.24,0.7,86.7,4,3,5,0,0
C1C(C(OC1N2C=C(C(=O)NC2=O)I)CO)O,354.1,-1.0,99.1,2,3,5,0,0
C1=CC=C2C(=C1)C(=CN2)CCCC(=O)O,203.24,2.3,53.1,4,2,2,0,0
C1CC(=O)NC1C(=O)O,129.11,-0.8,66.4,1,2,3,0,0
C1CSC2=NC(CN21)C3=CC=CC=C3,204.29,1.8,40.9,1,0,2,0,0
C1=C(C=C(C(=C1O)O)O)C2C(C(=O)C3=C(C=C(C=C3O2)O)O)O,320.25,1.1,148.0,1,6,8,0,0
CN1CCC(=C2C3=CC=CC=C3C=CC4=CC=CC=C42)CC1,287.4,4.7,3.2,0,0,1,0,0
C1=CC2=C(C=C1O)C(=CN2)CCN,176.21,0.2,62.0,2,3,2,0,0
