canonicalsmiles,mw,xlogp,polararea,rotbonds,hbonddonor,hbondacc,charge,anti_inflammatory
C1=C(C=C(C(=C1S(=O)(=O)N)Cl)Cl)S(=O)(=O)N,305.2,0.3,137.0,2,2,6,0,0
CN1CCCC(CC1)N2C(=O)C3=CC=CC=C3C(=N2)CC4=CC=C(C=C4)Cl,381.9,4.4,35.9,3,0,3,0,0
CC(=O)NC1=C(C(=C(C(=C1I)C(=O)O)I)NC(=O)C)I,613.91,1.8,95.5,3,3,4,0,0
CC(C)(C1=CC=CC=C1CCC(C2=CC=CC(=C2)C=CC3=NC4=C(C=CC(=C4)Cl)C=C3)SCC5(CC5)CC(=O)O)O,586.2,7.7,95.7,12,2,5,0,0
CC1=CC(=C(C=C1)C)O,122.16,2.3,20.2,0,1,1,0,0
CCOC1=CC=CC=C1OCCNC(C)CC2=CC(=C(C=C2)OC)S(=O)(=O)N,408.5,2.7,108.0,11,2,7,0,0
C1=CC=C(C=C1)NC(=NC2=CC=CC=C2)N,211.26,2.4,50.4,3,2,1,0,0
COC1=CC2=C(C=C1)NC=C2CCN,190.24,0.5,51.0,3,2,2,0,0
C1=C(C=C(C(=C1Cl)O)Cl)Cl,197.4,3.7,20.2,0,1,1,0,0
CN(C)CCC=C1C2=CC=CC=C2SC3=C1C=C(C=C3)Cl,315.9,5.2,28.5,3,0,2,0,0
C1=CC=C2C(=C1)C=NN=C2NN,160.18,0.7,63.8,1,2,4,0,0
CCCCN(CCCC)CC(C1=CC(=CC2=C1C3=C(C2=CC4=CC=C(C=C4)Cl)C=C(C=C3)Cl)Cl)O,528.9,8.7,23.5,10,1,2,0,0
C1=CC=C2C(=C1)N=CC(=N2)NS(=O)(=O)C3=CC=C(C=C3)N,300.34,1.7,106.0,3,2,6,0,0
CC(C)NC(=O)C1=CC=C(C=C1)CNNC,221.3,0.1,53.2,5,3,3,0,0
CC1=CC(=NC(=N1)NC2=CC=CC=C2)C,199.25,2.9,37.8,2,1,3,0,0
CC(C12CC3CC(C1)CC(C3)C2)N,179.3,2.6,26.0,1,1,1,0,0
CC1=C(C(=NO1)C2=C(C=CC=C2Cl)Cl)C(=O)NC3C4N(C3=O)C(C(S4)(C)C)C(=O)O,470.3,2.9,138.0,4,2,7,0,0
CCCCCC(CCC1C(CC2C1CC3=C(C2)C(=CC=C3)OCC(=O)O)O)O,390.5,4.5,87.0,10,3,5,0,0
CCCCCCCCCCCCCO,200.36,5.7,20.2,11,1,1,0,0
C1=CC=C2C(=C1)C(=CN2)CCC(=O)O,189.21,1.8,53.1,3,2,2,0,0
C[N+](C)(C)CCO,104.17,-0.4,20.2,2,1,1,1,0
CC(C)(C)NC(=O)C1CC2CCCCC2CN1CC(C(CC3=CC=CC=C3)NC(=O)C(CC(=O)N)NC(=O)C4=NC5=CC=CC=C5C=C4)O,670.8,4.2,167.0,13,5,7,0,0
C1CCC(CC1)NC2CCCCC2,181.32,3.4,12.0,2,1,1,0,0
C1CC(N(C1)C(=O)C(CC2=CN=CN2)NC(=O)C3CCC(=O)N3)C(=O)N,362.38,-2.5,150.0,6,4,5,0,0
C1=CC=C(C(=C1)C=O)C=O,134.13,1.2,34.1,2,0,2,0,0
CC(=O)N1CCN(CC1)C2=CC=C(C=C2)OCC3COC(O3)(CN4C=CN=C4)C5=C(C=C(C=C5)Cl)Cl,531.4,4.3,69.1,7,0,6,0,0
CC1=CC=C(C=C1)C(=CCN2CCCC2)C3=CC=CC=N3,278.4,3.9,16.1,4,0,2,0,0
CC1=CC(=CC(=C1NC(=O)C2=CC(=NN2C3=C(C=CC=N3)Cl)Br)C(=O)NC)Cl,483.1,4.8,88.9,4,2,4,0,0
C1=CC(=CC=C1C(CN)O)O,153.18,-1.1,66.5,2,3,3,0,0
CN(C)CCC(C1=CC=C(C=C1)Br)C2=CC=CC=N2,319.24,3.5,16.1,5,0,2,0,0
C1=CC=C(C=C1)CNC(=O)CN2C=CN=C2[N+](=O)[O-],260.25,0.9,92.7,4,1,4,0,0
CC(CCCC(C)(C)O)C1CCC2C1(CCCC2=CC=C3CC(CCC3=C)O)C,400.6,6.2,40.5,6,2,2,0,0
C1=CC=C2C(=C1)C=CC(=O)C2=O,158.15,1.5,34.1,0,0,2,0,0
CC1=CCC2C(C1)C2(C)C,136.23,2.8,0.0,0,0,0,0,0
CN(CCCl)CCCl,156.05,0.9,3.2,4,0,1,0,0
CC(CCCN)NC1=C2C(=CC(=C1)OC)C=CC=N2,259.35,2.2,60.2,6,2,4,0,0
C1CSSC1CCCCC(=O)O,206.3,1.7,87.9,5,1,4,0,0
C1=C(C(=NC(=C1Cl)Cl)OCC(=O)O)Cl,256.5,3.0,59.4,3,1,4,0,0
CCCCC1C2=CC=CC=C2C(=O)O1,190.24,2.8,26.3,3,0,2,0,0
C1COC(=O)N1N=CC2=CC=C(O2)[N+](=O)[O-],225.16,-0.1,101.0,2,0,6,0,0
C1CCC(CC1)C(CCN2CCCCC2)(C3=CC=CC=C3)O,301.5,4.5,23.5,5,1,2,0,0
CC1=C(C(CCC1)(C)C)C=CC(=CC=CC(=CCOC(=O)C)C)C,328.5,6.3,26.3,7,0,2,0,0
C1CCN(C1)N=O,100.12,-0.2,32.7,0,0,3,0,0
CC(=O)NC(CC(=O)O)C(=O)O,175.14,-1.1,104.0,4,3,5,0,0
CC(CC(=O)O)(CC(=O)O)O,162.14,-1.2,94.8,4,3,5,0,0
C1=NN(C(=O)NC1=O)C2C(C(C(O2)CO)O)O,245.19,-2.1,132.0,2,4,7,0,0
CCC(C)N1C(=O)N(C=N1)C2=CC=C(C=C2)N3CCN(CC3)C4=CC=C(C=C4)OCC5COC(O5)(CN6C=NC=N6)C7=C(C=C(C=C7)Cl)Cl,705.6,5.7,101.0,11,0,9,0,0
CN(C)CCC(C1=CC=C(C=C1)Cl)C2=CC=CC=N2,274.79,3.4,16.1,5,0,2,0,0
CCCCCCCCCCCCCCCC(=O)OCC=C(C)C=CC=C(C)C=CC1=C(CCCC1(C)C)C,524.9,13.6,26.3,21,0,2,0,0
C1=NC(=C(N1)C(=O)N)N,126.12,-0.5,97.8,1,3,3,0,0
C(CC(=O)O)C(=O)CN,131.13,-3.8,80.4,4,2,4,0,0
CN(C)C(=S)SC(=S)N(C)C,208.4,1.7,96.0,2,0,3,0,0
CCC1C(C=C(C=CC(=O)C(CC(C(C(C(CC(=O)O1)O)C)OC2C(C(C(C(O2)C)OC3CC(C(C(O3)C)O)(C)O)N(C)C)O)CC=O)C)C)COC4C(C(C(C(O4)C)O)OC)OC,916.1,1.0,239.0,13,5,18,0,0
CON=C(C1=CC=CO1)C(=O)NC2C3N(C2=O)C(=C(CS3)COC(=O)N)C(=O)O,424.4,-0.2,199.0,8,3,10,0,0
CN(C(=O)NC1C(C(C(OC1O)CO)O)O)N=O,265.22,-1.4,152.0,2,5,8,0,0
C1CC2C(C(C1O2)C(=O)O)C(=O)O,186.16,-0.5,83.8,2,2,5,0,0
[O-][O+]=O,47.998,-1.7,41.1,0,0,2,0,0
CCCCNC(=O)OCC#CI,281.09,2.1,38.3,5,1,2,0,0
C1C(COC2=C1C=CC(=C2)O)C3=CC=C(C=C3)O,242.27,3.0,49.7,1,2,3,0,0
C1=CC=C2C(=C1)N=C(S2)SSC3=NC4=CC=CC=C4S3,332.5,5.6,133.0,3,0,6,0,0
C1=CC(=C(C=C1CC2=CC(=C(C=C2)N)Cl)Cl)N,267.15,3.8,52.0,2,2,2,0,0
CC(C1CCC(C(O1)OC2C(CC(C(C2O)OC3C(C(C(CO3)(C)O)NC)O)N)N)N)NC,477.6,-4.1,200.0,7,8,12,0,0
C1CCNC(C1)C2=CN=CC=C2,162.23,1.0,24.9,1,1,2,0,0
CC(=O)N1CCN(CC1)C2=CC=C(C=C2)OCC3COC(O3)(CN4C=CN=C4)C5=C(C=C(C=C5)Cl)Cl,531.4,4.3,69.1,7,0,6,0,0
C1=CC(=C(C=C1CC(C(=O)O)OC(=O)C=CC2=CC(=C(C=C2)O)O)O)O,360.3,2.4,145.0,7,5,8,0,0
CC(=NOC(=O)NC)SC,162.21,0.6,76.0,3,1,4,0,0
CC(CC1=CC=CC=C1)N,135.21,1.8,26.0,2,1,1,0,0
C1C[N+]2=CC=CC=C2C3=CC=CC=[N+]31,184.24,1.4,7.8,0,0,0,2,0
BrBr,159.81,1.9,0.0,0,0,0,0,0
C1CCC(CC1)C(=O)N2CC3C4=CC=CC=C4CCN3C(=O)C2,312.4,2.7,40.6,1,0,2,0,0
CC(=O)NC1=NN=C(S1)S(=O)(=O)N,222.3,-0.3,152.0,2,2,7,0,0
C1=C2C(=CC(=C1Cl)S(=O)(=O)N)S(=O)(=O)N=CN2,295.7,-0.2,135.0,1,2,6,0,0
CS(=O)(=O)OCCCCOS(=O)(=O)C,246.3,-0.5,104.0,7,0,6,0,0
COC1=CC=CC=C1OCCNCC(COC2=CC=CC3=C2C4=CC=CC=C4N3)O,406.5,4.2,75.7,10,3,5,0,0
CC(C)(C)C1=CC=C(C=C1)C(CCCN2CCC(CC2)C(C3=CC=CC=C3)(C4=CC=CC=C4)O)O,471.7,6.6,43.7,9,2,3,0,0
CCCC(C)(COC(=O)N)COC(=O)NC(C)C,260.329,1.9,90.6,9,2,4,0,0
CCOC1=CC=C(C=C1)NC(=O)C,179.22,1.6,38.3,3,1,2,0,0
COC1=CC=CC=C1OCC(CO)O,198.22,1.4,58.9,5,2,4,0,0
COC1=CC=CC=C1OCC(COC(=O)N)O,241.24,0.6,91.0,7,2,5,0,0
C1=CC=C2C(=C1)C(=O)OC2(C3=CC=C(C=C3)O)C4=CC=C(C=C4)O,318.3,3.6,66.8,2,2,4,0,0
C1=CC=C(C=C1)C2(C(=O)NC(=O)N2)C3=CC=CC=C3,252.27,2.5,58.2,2,2,2,0,0
C1CN(CCN1CCOCCO)C2=NC3=CC=CC=C3SC4=CC=CC=C42,383.5,2.1,73.6,6,1,5,0,0
C1=CC(=CC=C1O)OC2C(C(C(C(O2)CO)O)O)O,272.25,-0.7,120.0,3,5,7,0,0
CNS(=O)(=O)CC1=CC2=C(C=C1)NC=C2CCN(C)C,295.4,0.9,73.6,6,2,4,0,0
CC(=O)C1CCC2C1(CCC3C2C=CC4=CC(=O)CCC34C)C,312.4,3.8,34.1,1,0,2,0,0
C1=CC(=C(C=C1Cl)O)Cl,163.0,3.1,20.2,0,1,1,0,0
C1=C(C=C(C(=C1Br)O)Br)Br,330.8,4.4,20.2,0,1,1,0,0
CC1CC2C3CCC4=CC(=O)C=CC4(C3(C(CC2(C1(C(=O)CO)O)C)O)F)C,392.5,1.9,94.8,2,3,6,0,1
C1=CC=C(C(=C1)C(=O)O)O,138.12,2.3,57.5,1,2,3,0,1
CC12CC(C3C(C1CCC2(C(=O)CO)O)CCC4=CC(=O)C=CC34C)O,360.4,1.6,94.8,2,3,5,0,1
COC1=C(C=CC(=C1)C=CC(=O)O)O,194.18,1.5,66.8,3,2,4,0,1
CC1(C2CCC3(C(C2(CCC1OC4C(C(C(C(O4)C(=O)O)O)O)OC5C(C(C(C(O5)C(=O)O)O)O)O)C)C(=O)C=C6C3(CCC7(C6CC(CC7)(C)C(=O)O)C)C)C)C,822.9,3.7,267.0,7,8,16,0,1
CC(C)CC1=CC=C(C=C1)C(C)C(=O)O,206.28,3.5,37.3,4,1,2,0,1
CC(=O)OC1=CC=CC=C1C(=O)O,180.16,1.2,63.6,3,1,4,0,1
C1=CC=C(C(=C1)CC(=O)O)NC2=C(C=CC=C2Cl)Cl,296.1,4.4,49.3,4,2,3,0,1
CC1=C(C2=C(N1C(=O)C3=CC=C(C=C3)Cl)C=CC(=C2)OC)CC(=O)O,357.8,4.3,68.5,4,1,4,0,1
CC1=CN=C(S1)NC(=O)C2=C(C3=CC=CC=C3S(=O)(=O)N2C)O,351.4,3.0,136.0,2,2,7,0,1
COC(=O)C1=CC=CC=C1O,152.15,2.3,46.5,2,1,3,0,1
CC1=CC=C(C=C1)C2=CC(=NN2C3=CC=C(C=C3)S(=O)(=O)N)C(F)(F)F,381.4,3.4,86.4,3,1,7,0,1
CC1CC2C3CCC(C3(CC(C2C4(C1=CC(=O)C=C4)C)O)C)(C(=O)CO)O,374.5,1.9,94.8,2,3,5,0,1
COC1=C2C=CC(=O)OC2=CC3=C1C=CO3,216.19,2.3,48.7,1,0,4,0,1
CCCCC1C(=O)N(N(C1=O)C2=CC=CC=C2)C3=CC=CC=C3,308.4,3.2,40.6,5,0,2,0,1
C1=CC=C(C(=C1)C(=O)N)O,137.14,1.3,63.3,1,2,2,0,1
CC12CCC(=O)C=C1CCC3C2C(CC4(C3CCC4(C(=O)CO)O)C)O,362.5,1.6,94.8,2,3,5,0,1
CC12CCC(=O)C=C1CCC3C2C(=O)CC4(C3CCC4(C(=O)CO)O)C,360.4,1.5,91.7,2,2,5,0,1
CC12CC(=O)C3C(C1CCC2(C(=O)CO)O)CCC4=CC(=O)C=CC34C,358.4,1.5,91.7,2,2,5,0,1
C1=CC(=C(C=C1C2C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O)O,304.25,1.5,127.0,1,5,7,0,1
COC1=C(C=CC(=C1)C=CC(=O)CC(=O)C=CC2=CC(=C(C=C2)O)OC)O,368.4,3.2,93.1,8,2,6,0,1
CCCC1OC2CC3C4CCC5=CC(=O)C=CC5(C4C(CC3(C2(O1)C(=O)CO)C)O)C,430.5,2.5,93.1,4,2,6,0,1
CC1(OC2CC3C4CC(C5=CC(=O)C=CC5(C4(C(CC3(C2(O1)C(=O)CO)C)O)F)C)F)C,452.5,2.5,93.1,2,2,8,0,1
C1=CC(=C(C=C1N)O)C(=O)O,153.14,1.3,83.6,1,3,4,0,1
CC(C1=CC(=CC=C1)C(=O)C2=CC=CC=C2)C(=O)O,254.28,3.1,54.4,4,1,3,0,1
C1=CC(=C(C=C1N)C(=O)O)O,153.14,1.3,83.6,1,3,4,0,1
C1=CC=C(C=C1)COC(=O)C2=CC=CC=C2O,228.24,3.2,46.5,4,1,3,0,1
CC1=C(C(=CC=C1)NC2=CC=CC=C2C(=O)O)C,241.28,5.1,49.3,3,2,3,0,1
C1=CC(=C(C=C1O)C(=O)O)O,154.12,1.6,77.8,1,3,4,0,1
CC(C1=CC2=C(C=C1)C=C(C=C2)OC)C(=O)O,230.26,3.3,46.5,3,1,3,0,1
CC1=C(C(=NO1)C2=CC=CC=C2)C3=CC=C(C=C3)S(=O)(=O)N,314.4,2.6,94.6,3,1,5,0,1
C1=CC=C(C=C1)C2=C(OC(=N2)CCC(=O)O)C3=CC=CC=C3,293.3,4.2,63.3,5,1,4,0,1
CC(C1=CC2=CC=CC=C2S1)N(C(=O)N)O,236.29,1.6,94.8,2,2,3,0,1
C=CCC1=CC(=C(C=C1)O)C2=C(C=CC(=C2)CC=C)O,266.3,5.0,40.5,5,2,2,0,1
CCCCC1C(=O)N(N(C1=O)C2=CC=C(C=C2)O)C3=CC=CC=C3,324.4,2.7,60.8,5,1,3,0,1
CC12CCC(=O)C=C1CCC3C2C(CC4(C3CCC4C(=O)CO)C)O,346.5,1.9,74.6,2,2,4,0,1
C1=CC(=C(C=C1CC(C(=O)O)OC(=O)C=CC2=CC(=C(C=C2)O)O)O)O,360.3,2.4,145.0,7,5,8,0,1
CC1(OC2CC3C4CC(C5=CC(=O)CCC5(C4C(CC3(C2(O1)C(=O)CO)C)O)C)F)C,436.5,1.4,93.1,2,2,7,0,1
CC(=O)OCC(=O)C1(CCC2C1(CC(C3C2CCC4=CC(=O)C=CC34C)O)C)O,402.5,2.4,101.0,4,2,6,0,1
CC1(C2CCC3(C(C2(CCC1O)C)C(=O)C=C4C3(CCC5(C4CC(CC5)(C)C(=O)O)C)C)C)C,470.7,6.4,74.6,1,2,4,0,1
CC1=CCCC(=C)C2CC(C2CC1)(C)C,204.35,4.4,0.0,0,0,0,0,1
CC1=CC(=O)N(N1C)C2=CC=CC=C2,188.23,0.4,23.6,1,0,2,0,1
CC1CCC2(CCC3(C(=CCC4C3(CCC5C4(CCC(C5(C)C)O)C)C)C2C1C)C)C(=O)O,456.7,7.3,57.5,1,2,3,0,1
CC(=O)OCC(=O)C1(CCC2C1(CC(C3C2CCC4=CC(=O)CCC34C)O)C)O,404.5,2.2,101.0,4,2,6,0,1
CC(=O)CCC1=CC2=C(C=C1)C=C(C=C2)OC,228.29,3.1,26.3,4,0,2,0,1
CC1=NC=C(C=C1)C2=C(C=C(C=N2)Cl)C3=CC=C(C=C3)S(=O)(=O)C,358.8,3.3,68.3,3,0,4,0,1
CN1C(=C(C2=C(S1(=O)=O)C=CS2)O)C(=O)NC3=CC=CC=N3,337.4,1.1,136.0,2,2,7,0,1
CC1CC(CC(C1)(C)C)OC(=O)C2=CC=CC=C2O,262.34,5.0,46.5,3,1,3,0,1
COC1=C(C=CC(=C1C(=O)O)Cl)Cl,221.03,2.2,46.5,2,1,3,0,1
CC(CC1=CC(=C(C=C1)O)O)C(C)CC2=CC(=C(C=C2)O)O,302.4,4.3,80.9,5,4,4,0,1
CC(C1=CC(=C(C=C1)C2=CC=CC=C2)F)C(=O)O,244.26,4.2,37.3,3,1,3,0,1
CCC1=C2C(=CC=C1)C3=C(N2)C(OCC3)(CC)CC(=O)O,287.35,2.8,62.3,4,2,3,0,1
CS(=O)(=O)C1=CC=C(C=C1)C2=C(C(=O)OC2)C3=CC=CC=C3,314.4,2.3,68.8,3,0,4,0,1
CC1=CC=C(C=C1)C(=O)C2=CC=C(N2C)CC(=O)O,257.279,2.8,59.3,4,1,3,0,1
CC1=C(C2=C(C1=CC3=CC=C(C=C3)S(=O)C)C=CC(=C2)F)CC(=O)O,356.4,3.4,73.6,4,1,5,0,1
CC(CC1=CC(=C(C=C1)O)O)C(C)CC2=CC(=C(C=C2)O)O,302.4,4.3,80.9,5,4,4,0,1
CC1CC2C3CCC(C3(CC(C2(C4(C1=CC(=O)C=C4)C)F)O)C)(C(=O)C)O,376.5,2.0,74.6,1,2,5,0,1
CC1CC2C3CC(C4=CC(=O)C=CC4(C3(C(CC2(C1(C(=O)SCF)O)C)O)F)C)F,444.5,3.2,99.9,3,2,8,0,1
CCC(=O)OC1(C(CC2C1(CC(C3(C2CC(C4=CC(=O)C=CC43C)F)F)O)C)C)C(=O)SCF,500.6,4.0,106.0,6,1,9,0,1
CCCCCCCCCCCCCCCC(=O)NCCO,299.5,6.2,49.3,16,2,2,0,1
CCCC1OC2CC3C4CCC5=CC(=O)C=CC5(C4C(CC3(C2(O1)C(=O)CO)C)O)C,430.5,2.5,93.1,4,2,6,0,1
C1=CC=NC(=C1)NS(=O)(=O)C2=CC=C(C=C2)N=NC3=CC(=C(C=C3)O)C(=O)O,398.4,-0.7,150.0,6,3,9,0,1
CC1CC2C3CCC4=CC(=O)C=CC4(C3(C(CC2(C1(C(=O)CO)O)C)O)F)C,392.5,1.9,94.8,2,3,6,0,1
CC1(OC2CC3C4CC(C5=CC(=O)C=CC5(C4C(CC3(C2(O1)C(=O)CO)C)O)C)F)C,434.5,2.5,93.1,2,2,7,0,1
CC(=O)OCC(=O)C12C(CC3C1(CC(C4(C3CC(C5=CC(=O)C=CC54C)F)F)O)C)OC(O2)(C)C,494.5,3.2,99.1,4,1,9,0,1
CC1CC2C3CCC4=CC(=O)C=CC4(C3(C(CC2(C1(C(=O)CCl)OC(=O)C5=CC=CO5)C)O)Cl)C,521.4,3.9,93.8,5,1,6,0,1
CC1=COC2=C1C(=O)C(=O)C3=C2C=CC4=C3CCCC4(C)C,294.3,4.3,47.3,0,0,3,0,1
CCC(=O)OCC(=O)C1(C(CC2C1(CC(C3(C2CCC4=CC(=O)C=CC43C)Cl)O)C)C)OC(=O)CC,521.0,3.0,107.0,8,1,7,0,1
CCC(=O)OCC(=O)C1(C(CC2C1(CC(C3(C2CCC4=CC(=O)C=CC43C)F)O)C)C)OC(=O)CC,504.6,3.6,107.0,8,1,8,0,1
CCCCC(=O)OC1(C(CC2C1(CC(C3(C2CCC4=CC(=O)C=CC43C)F)O)C)C)C(=O)CO,476.6,3.6,101.0,7,2,7,0,1
CC(=O)OCC(=O)C1(CCC2C1(CC(=O)C3C2CCC4=CC(=O)CCC34C)C)O,402.5,2.1,97.7,4,1,6,0,1
CC(=CCC(C1=CC(=O)C2=C(C=CC(=C2C1=O)O)O)O)C,288.29,3.0,94.8,3,3,5,0,1
CC12CCC(=O)C=C1CCC3C2C(CC4(C3CCC4(C(=O)COC(=O)CCC(=O)O)O)C)O,462.5,1.8,138.0,7,3,8,0,1
CC1=CN(C(=O)C=C1)C2=CC=CC=C2,185.22,1.9,20.3,1,0,1,0,1
CC12CC(C3(C(C1CC(C2(C(=O)CO)O)O)CCC4=CC(=O)C=CC43C)F)O,394.4,1.2,115.0,2,4,7,0,1
CC(=CCCC(=CC=CC(=CC=CC(=CC=CC=C(C)C=CC=C(C)C=CC=C(C)CCC=C(C)C)C)C)C)C,536.9,15.6,0.0,16,0,0,0,1
CC1(OC2CC3C4CCC5=CC(=O)CCC5(C4(C(CC3(C2(O1)C(=O)CCl)C)O)F)C)C,455.0,3.6,72.8,2,1,6,0,1
CC1CC2C3CCC4=CC(=O)C=CC4(C3(C(CC2(C1C(=O)CO)C)O)F)C,376.5,2.3,74.6,2,2,5,0,1
CC12CCC(=O)C=C1CCC3C2(C(CC4(C3CCC4(C(=O)CO)O)C)O)F,380.4,1.7,94.8,2,3,6,0,1
CS(=O)(=O)C,94.14,-0.4,42.5,0,0,2,0,1
CC1CC2C3CCC4=CC(=O)C=CC4(C3(C(CC2(C1(C(=O)CCl)O)C)O)F)C,410.9,2.5,74.6,2,2,5,0,1
CCC(=O)OC(CC(=O)[O-])C[N+](C)(C)C,217.26,0.9,66.4,6,0,4,0,1
CC(=O)C1=CC(=C(C=C1)O)OC,166.17,0.5,46.5,2,1,3,0,1
CC(=C)C1CCC2(C1C3CCC4C5(CCC(C(C5CCC4(C3(CC2)C)C)(C)C)O)C)C,426.7,9.9,20.2,1,1,1,0,1
CCC(=O)OC1(C(CC2C1(CC(C3(C2CCC4=CC(=O)C=CC43C)F)O)C)C)C(=O)CCl,467.0,3.8,80.7,5,1,6,0,1
CC1(OC2CC3C4CCC5=CC(=O)C=CC5(C4(C(CC3(C2(O1)C(=O)CO)C)O)F)C)C,434.5,2.5,93.1,2,2,7,0,1
C1=CC(=C(C=C1C2=C(C=C(C=C2)F)F)C(=O)O)O,250.2,4.4,57.5,2,2,5,0,1
C1=CC(=CC(=C1)NC2=C(C=CC=N2)C(=O)O)C(F)(F)F,282.22,3.7,62.2,3,2,7,0,1
CC(C1=CC(=CC=C1)OC2=CC=CC=C2)C(=O)O,242.27,3.3,46.5,4,1,3,0,1
CS(=O)(=O)NC1=C(C=C(C=C1)[N+](=O)[O-])OC2=CC=CC=C2,308.31,2.6,110.0,4,1,6,0,1
CC(C1=CC=C(C=C1)C(=O)C2=CC=CS2)C(=O)O,260.31,3.3,82.6,4,1,4,0,1
C1=CC=C(C(=C1)CO)OC2C(C(C(C(O2)CO)O)O)O,286.28,-1.2,120.0,4,5,7,0,1
C1CN2C(=CC=C2C(=O)C3=CC=CC=C3)C1C(=O)O,255.27,1.9,59.3,3,1,3,0,1
C1=CC=C(C=C1)OC(=O)C2=CC=CC=C2O,214.22,3.8,46.5,3,1,3,0,1
C1=CC=C(C(=C1)C(=O)OC2=CC=CC=C2C(=O)O)O,258.23,3.0,83.8,4,2,5,0,1
CN1C(=C(C2=CC=CC=C2S1(=O)=O)O)C(=O)NC3=CC=CC=N3,331.3,3.1,108.0,2,2,6,0,1
CCOC(=O)C1=CC=CC=C1O,166.17,3.0,46.5,3,1,3,0,1
CCCCC(CC)COC(=O)C1=CC=CC=C1O,250.33,5.7,46.5,8,1,3,0,1
CC(C1=CC=C(C=C1)N2CC3=CC=CC=C3C2=O)C(=O)O,281.3,2.8,57.6,3,1,3,0,1
C1=CC2=C(C(=C1)OCC(COC3=CC=CC4=C3C(=O)C=C(O4)C(=O)O)O)C(=O)C=C(O2)C(=O)O,468.4,1.9,166.0,8,3,11,0,1
CC12CCC(C(C1CCC(=C)C2CC=C3C(COC3=O)O)(C)CO)O,350.4,2.2,87.0,3,3,5,0,1
CCC(=O)OCC(=O)C1(CCC2C1(CC(C3C2CCC4=CC(=O)C=CC34C)O)C)OC(=O)OCC,488.6,4.2,116.0,9,1,8,0,1
COC1=C(C=C(C=C1)C2=CC3=C(C=C2)C=C(C=C3)C(=O)O)C45CC6CC(C4)CC(C6)C5,412.5,7.7,46.5,4,1,3,0,1
CC1CC2C3CCC4=CC(=O)C=CC4(C3(C(CC2(C1(C(=O)CO)O)C)O)Cl)C,408.9,2.2,94.8,2,3,5,0,1
CC(=O)OC1=CC=CC2=C1C(=O)C3=C(C2=O)C=C(C=C3OC(=O)C)C(=O)O,368.3,1.9,124.0,5,1,8,0,1
CC(C1=CC2=C(C=C1)C3=C(N2)C=CC(=C3)Cl)C(=O)O,273.71,4.0,53.1,2,2,2,0,1
CC(C1=CC=C(S1)C(=O)C2=CC=CC=C2)C(=O)O,260.31,3.3,82.6,4,1,4,0,1
CC1CC2C3CCC(C3(CC(C2C4(C1=CC(=O)C=C4)C)O)C)(C(=O)COC(=O)C)O,416.5,2.7,101.0,4,2,6,0,1
CC1=CC(=NO1)NC(=O)C2=C(C3=CC=CC=C3S(=O)(=O)N2C)O,335.34,3.0,121.0,2,2,7,0,1
CC12CC(C3C(C1CCC2(C(=O)CO)O)CC(C4=CC(=O)C=CC34C)F)O,378.4,1.4,94.8,2,3,6,0,1
C1=CC=C(C=C1)C(=O)C2=CC=CC(=C2N)CC(=O)N,254.28,1.9,86.2,4,2,3,0,1
CN1C(=C(C2=C(S1(=O)=O)C=C(S2)Cl)O)C(=O)NC3=CC=CC=N3,371.8,2.1,136.0,2,2,7,0,1
CC1=C(C=CC=C1Cl)NC2=CC=CC=C2C(=O)O,261.7,5.2,49.3,3,2,3,0,1
CC1CC2C3CC(C4=CC(=O)C=CC4(C3C(CC2(C1(C(=O)CO)O)C)O)C)F,392.5,2.0,94.8,2,3,6,0,1
CC1=C(C(=O)N(N1C)C2=CC=CC=C2)C(C)C,230.31,1.7,23.6,2,0,2,0,1
C1=CC=C(C(=C1)C(=O)O)NC2=CC=CC(=C2)C(F)(F)F,281.23,5.2,49.3,3,2,6,0,1
CCCCOC1=CC=C(C=C1)CC(=O)NO,223.27,1.9,58.6,6,2,3,0,1
CC(C1=CC=C(C=C1)CC2CCCC2=O)C(=O)O,246.3,2.4,54.4,4,1,3,0,1
CCOC1=C(C=CC(=C1)C(CS(=O)(=O)C)N2C(=O)C3=C(C2=O)C(=CC=C3)NC(=O)C)OC,460.5,1.8,128.0,8,1,7,0,1
CN1CCC2=CC(=C(C3=C2C1CC4=CC(=C(C=C43)OC)O)OC)O,327.4,2.7,62.2,2,2,5,0,1
CC1(OC2CC3C4CCC5=CC(=O)C=CC5(C4C(CC3(C2(O1)C(=O)CO)C)O)C)C,416.5,2.7,93.1,2,2,6,0,1
CC1=NC2(C(O1)CC3C2(CC(C4C3CCC5=CC(=O)C=CC45C)O)C)C(=O)COC(=O)C,441.5,2.0,102.0,4,1,7,0,1
C1=CC=C(C=C1)NC2=CC=CC=C2C(=O)O,213.23,4.4,49.3,3,2,3,0,1
CC(=C(C#N)C(=O)NC1=CC=C(C=C1)C(F)(F)F)O,270.21,3.3,73.1,2,2,6,0,1
CCOC1=CC=CC=C1C(=O)N,165.19,1.2,52.3,3,1,2,0,1
C=CCOC1=C(C=C(C=C1)CC(=O)O)Cl,226.65,2.5,46.5,5,1,3,0,1
CC1CC2C3CC(C4=CC(=O)C=CC4(C3(C(CC2(C1(C(=O)COC(=O)C)OC(=O)C)C)O)F)C)F,494.5,3.0,107.0,6,1,9,0,1
